rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,a_xag,kp,1_3,ppa,crspa,matches
468,Tomáš Pekhart,cz CZE,FW,Gaziantep FK,33,1989,5.0,,,,,,,,,,,,1,,,,,,Matches
469,Mustafa Pektemek,tr TUR,FW,Kayserispor,33,1988,2.7,,,,,,,,,,,,0,,,,,,Matches
470,Pedro Pereira,pt POR,"DF,MF",Alanyaspor,24,1998,17.2,,,,,,,,,,,,1,,,,,,Matches
471,Bruno Peres,br BRA,"DF,MF",Trabzonspor,32,1990,6.3,,,,,,,,,,,,0,,,,,,Matches
472,Luan Peres Petroni,br BRA,DF,Fenerbahçe,28,1994,8.7,,,,,,,,,,,,0,,,,,,Matches
473,Alexis Pérez,co COL,DF,Giresunspor,28,1994,23.4,,,,,,,,,,,,0,,,,,,Matches
474,Raoul Petretta,it ITA,DF,Kasımpaşa,25,1997,5.8,,,,,,,,,,,,0,,,,,,Matches
475,Sergen Piçinciol,tr TUR,DF,Giresunspor,26,1995,3.0,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
476,Onurcan Piri,tr TUR,GK,Giresunspor,27,1994,21.8,,,,,,,,,,,,0,,,,,,Matches
477,Strahil Popov,bg BUL,DF,Ümraniyespor,31,1990,20.0,,,,,,,,,,,,1,,,,,,Matches
478,Alejandro Pozuelo,es ESP,MF,Konyaspor,30,1991,9.0,,,,,,,,,,,,3,,,,,,Matches
479,Uroš Radaković,rs SRB,DF,Ankaragücü,28,1994,21.8,,,,,,,,,,,,0,,,,,,Matches
480,Amar Rahmanović,ba BIH,"FW,MF",Konyaspor,28,1994,2.4,,,,,,,,,,,,0,,,,,,Matches
481,Niko Rak,hr CRO,DF,Konyaspor,19,2003,0.2,,,,,,,,,,,,0,,,,,,Matches
482,Erdal Rakip,mk MKD,"MF,DF",Antalyaspor,26,1996,9.4,,,,,,,,,,,,0,,,,,,Matches
483,Yaroslav Rakitskiy,ua UKR,DF,Adana Demirspor,32,1989,6.5,,,,,,,,,,,,0,,,,,,Matches
484,Milot Rashica,xk KVX,MF,Galatasaray,26,1996,18.8,,,,,,,,,,,,6,,,,,,Matches
485,Joher Rassoul,sn SEN,"DF,MF",Alanyaspor,26,1995,8.6,,,,,,,,,,,,0,,,,,,Matches
486,Nathan Redmond,eng ENG,MF,Beşiktaş,28,1994,17.5,,,,,,,,,,,,5,,,,,,Matches
487,Rúben Tiago Rodrigues Ribeiro,pt POR,MF,Hatayspor,34,1987,14.1,,,,,,,,,,,,1,,,,,,Matches
488,Matteo Ricci,it ITA,MF,Fatih Karagümrük,28,1994,13.6,,,,,,,,,,,,4,,,,,,Matches
489,Bruno Rodrigues,pt POR,DF,Fatih Karagümrük,21,2001,3.2,,,,,,,,,,,,0,,,,,,Matches
490,Kévin Rodrigues,pt POR,DF,Adana Demirspor,28,1994,31.2,,,,,,,,,,,,5,,,,,,Matches
491,Pedro Rodrigues,pt POR,MF,Ankaragücü,25,1997,1.4,,,,,,,,,,,,0,,,,,,Matches
492,Valentin Rosier,fr FRA,DF,Beşiktaş,25,1996,24.1,,,,,,,,,,,,3,,,,,,Matches
493,Diego Rossi,uy URU,MF,Fenerbahçe,24,1998,17.4,,,,,,,,,,,,5,,,,,,Matches
494,Eduard Rroca,al ALB,MF,İstanbulspor,29,1993,19.0,,,,,,,,,,,,4,,,,,,Matches
495,Dia Saba,il ISR,MF,Sivasspor,29,1992,11.4,,,,,,,,,,,,4,,,,,,Matches
496,Isaac Sackey,gh GHA,"MF,DF",Ümraniyespor,28,1994,23.5,,,,,,,,,,,,2,,,,,,Matches
497,Ángelo Sagal,cl CHI,"MF,FW",Gaziantep FK,29,1993,10.4,,,,,,,,,,,,0,,,,,,Matches
498,Görkem Sağlam,de GER,"MF,DF",Giresunspor,24,1998,22.7,,,,,,,,,,,,0,,,,,,Matches
499,Dylan Saint-Louis,cg CGO,FW,Hatayspor,27,1995,3.2,,,,,,,,,,,,0,,,,,,Matches
500,Borja Sainz,es ESP,MF,Giresunspor,21,2001,29.4,,,,,,,,,,,,3,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
501,Romain Saïss,ma MAR,DF,Beşiktaş,32,1990,21.4,,,,,,,,,,,,1,,,,,,Matches
502,Yusuf Saitoğlu,,DF,Ümraniyespor,19,2003,0.9,,,,,,,,,,,,0,,,,,,Matches
503,Samuel Sáiz,es ESP,"MF,FW",Sivasspor,31,1991,10.9,,,,,,,,,,,,4,,,,,,Matches
504,Allyson Aires dos Santos,br BRA,DF,Ümraniyespor,31,1990,14.3,,,,,,,,,,,,0,,,,,,Matches
505,Dogukan Saral,,MF,Ümraniyespor,19,2003,0.4,,,,,,,,,,,,0,,,,,,Matches
506,Veysel Sarı,tr TUR,DF,Antalyaspor,34,1988,27.3,,,,,,,,,,,,1,,,,,,Matches
507,Yusuf Sari,tr TUR,MF,Adana Demirspor,23,1998,17.5,,,,,,,,,,,,6,,,,,,Matches
508,Talha Sarıarslan,tr TUR,FW,Kayserispor,18,2004,0.7,,,,,,,,,,,,0,,,,,,Matches
509,Muammer Sarıkaya,,MF,İstanbulspor,24,1998,24.4,,,,,,,,,,,,4,,,,,,Matches
510,Ali Şaşal Vural,tr TUR,GK,Sivasspor,32,1990,29.5,,,,,,,,,,,,0,,,,,,Matches
511,Vukan Savićević,me MNE,MF,Giresunspor,28,1994,14.3,,,,,,,,,,,,0,,,,,,Matches
512,Gökhan Sazdağı,tr TUR,"DF,MF",Kayserispor,27,1994,22.2,,,,,,,,,,,,5,,,,,,Matches
513,Haris Seferović,ch SUI,FW,Galatasaray,30,1992,4.2,,,,,,,,,,,,0,,,,,,Matches
514,Ibrahim Šehić,ba BIH,GK,Konyaspor,33,1988,29.0,,,,,,,,,,,,0,,,,,,Matches
515,Jesse Sekidika,ng NGA,"FW,MF",Ümraniyespor,26,1996,8.9,,,,,,,,,,,,1,,,,,,Matches
516,Ahmet Şen,tr TUR,GK,Fatih Karagümrük,23,1999,17.3,,,,,,,,,,,,0,,,,,,Matches
517,Kerem Şen,,MF,İstanbulspor,20,2002,2.6,,,,,,,,,,,,0,,,,,,Matches
518,Muhammed Şengezer,tr TUR,GK,Başakşehir,25,1997,12.0,,,,,,,,,,,,0,,,,,,Matches
519,Faustin Senghor,sn SEN,DF,Giresunspor,28,1994,0.8,,,,,,,,,,,,0,,,,,,Matches
520,Tarkan Serbest,tr TUR,DF,Kasımpaşa,28,1994,7.2,,,,,,,,,,,,0,,,,,,Matches
521,Cemalil Sertel,tr TUR,DF,Antalyaspor,22,2000,8.0,,,,,,,,,,,,1,,,,,,Matches
522,Kadir Seven,,DF,Giresunspor,19,2003,7.3,,,,,,,,,,,,0,,,,,,Matches
523,Wu Shaocong,cn CHN,DF,Başakşehir,22,2000,1.1,,,,,,,,,,,,0,,,,,,Matches
524,Otabek Shukurov,uz UZB,MF,Fatih Karagümrük,26,1996,21.9,,,,,,,,,,,,1,,,,,,Matches
525,Doğukan Sınık,tr TUR,MF,Antalyaspor,23,1999,7.6,,,,,,,,,,,,1,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
526,Emmanouil Siopis,gr GRE,MF,Trabzonspor,28,1994,23.0,,,,,,,,,,,,0,,,,,,Matches
527,Guilherme Sityá,pt POR,DF,Konyaspor,32,1990,34.0,,,,,,,,,,,,9,,,,,,Matches
528,Kévin Soni,cm CMR,MF,Hatayspor,24,1998,0.9,,,,,,,,,,,,1,,,,,,Matches
529,Fabiano Souza,br BRA,DF,Kasımpaşa,22,2000,8.8,,,,,,,,,,,,0,,,,,,Matches
530,Josef de Souza,br BRA,MF,Beşiktaş,33,1989,9.1,,,,,,,,,,,,1,,,,,,Matches
531,Ali Sowe,gm GAM,FW,Ankaragücü,28,1994,30.5,,,,,,,,,,,,4,,,,,,Matches
532,Furkan Soyalp,tr TUR,MF,Gaziantep FK,27,1995,14.0,,,,,,,,,,,,6,,,,,,Matches
533,Furkan Soyalp,tr TUR,MF,Adana Demirspor,27,1995,1.1,,,,,,,,,,,,0,,,,,,Matches
534,Benjamin Stambouli,fr FRA,MF,Adana Demirspor,31,1990,23.4,,,,,,,,,,,,4,,,,,,Matches
535,Luka Stankovski,mk MKD,MF,Gaziantep FK,19,2002,0.2,,,,,,,,,,,,0,,,,,,Matches
536,Jens Stryger Larsen,dk DEN,DF,Trabzonspor,31,1991,26.3,,,,,,,,,,,,0,,,,,,Matches
537,Ali Sühan Demirel,tr TUR,FW,Kasımpaşa,19,2003,1.8,,,,,,,,,,,,0,,,,,,Matches
538,Jonas Svensson,no NOR,DF,Adana Demirspor,29,1993,28.7,,,,,,,,,,,,3,,,,,,Matches
539,Bálint Szabó,hu HUN,MF,Antalyaspor,21,2001,0.4,,,,,,,,,,,,0,,,,,,Matches
540,Attila Szalai,hu HUN,DF,Fenerbahçe,24,1998,32.0,,,,,,,,,,,,2,,,,,,Matches
541,Patryk Szysz,pl POL,"MF,FW",Başakşehir,24,1998,10.0,,,,,,,,,,,,4,,,,,,Matches
542,Deniz Tabak,,DF,Ümraniyespor,18,2004,0.1,,,,,,,,,,,,0,,,,,,Matches
543,Muhammet Taha Tepe,tr TUR,GK,Trabzonspor,21,2001,4.3,,,,,,,,,,,,0,,,,,,Matches
544,Tayyib Talha Sanuç,tr TUR,DF,Beşiktaş,22,1999,17.0,,,,,,,,,,,,0,,,,,,Matches
545,Tayyib Talha Sanuç,tr TUR,DF,Adana Demirspor,22,1999,2.2,,,,,,,,,,,,0,,,,,,Matches
546,Oussama Targhalline,ma MAR,"MF,FW",Alanyaspor,20,2002,2.1,,,,,,,,,,,,1,,,,,,Matches
547,Emre Taşdemir,tr TUR,DF,Galatasaray,26,1995,3.5,,,,,,,,,,,,0,,,,,,Matches
548,Ertuğrul Taşkıran,tr TUR,GK,Kasımpaşa,32,1989,18.0,,,,,,,,,,,,0,,,,,,Matches
549,Mahmut Tekdemir,tr TUR,MF,Başakşehir,34,1988,20.4,,,,,,,,,,,,0,,,,,,Matches
550,Vefa Temel,fr FRA,MF,İstanbulspor,19,2002,0.2,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
551,Emir Tintiş,tr TUR,DF,Fatih Karagümrük,18,2004,0.9,,,,,,,,,,,,0,,,,,,Matches
552,Mickaël Tirpan,be BEL,"MF,DF",Kasımpaşa,28,1993,20.8,,,,,,,,,,,,1,,,,,,Matches
553,Dorukhan Toköz,tr TUR,"MF,DF",Trabzonspor,26,1996,3.7,,,,,,,,,,,,0,,,,,,Matches
554,Jetmir Topalli,xk KVX,MF,İstanbulspor,24,1998,19.3,,,,,,,,,,,,3,,,,,,Matches
555,Ömer Toprak,tr TUR,DF,Antalyaspor,33,1989,19.5,,,,,,,,,,,,0,,,,,,Matches
556,Gökhan Töre,tr TUR,FW,Ankaragücü,30,1992,1.2,,,,,,,,,,,,0,,,,,,Matches
557,Gökhan Töre,tr TUR,"FW,MF",Adana Demirspor,30,1992,0.4,,,,,,,,,,,,0,,,,,,Matches
558,Lucas Torreira,uy URU,MF,Galatasaray,26,1996,26.7,,,,,,,,,,,,0,,,,,,Matches
559,Tunay Torun,tr TUR,"FW,MF",Kasımpaşa,32,1990,0.6,,,,,,,,,,,,0,,,,,,Matches
560,Alin Toșca,ro ROU,DF,Gaziantep FK,30,1992,6.0,,,,,,,,,,,,0,,,,,,Matches
561,Cenk Tosun,tr TUR,"MF,FW",Beşiktaş,31,1991,21.6,,,,,,,,,,,,6,,,,,,Matches
562,Ahmed Touba,dz ALG,DF,Başakşehir,24,1998,20.7,,,,,,,,,,,,0,,,,,,Matches
563,Bertrand Traoré,bf BFA,"FW,MF",Başakşehir,26,1995,7.6,,,,,,,,,,,,1,,,,,,Matches
564,Hamidou Traoré,ml MLI,MF,Giresunspor,25,1996,3.0,,,,,,,,,,,,0,,,,,,Matches
565,Trézéguet,eg EGY,MF,Trabzonspor,27,1994,23.6,,,,,,,,,,,,3,,,,,,Matches
566,Hüseyin Türkmen,tr TUR,DF,Trabzonspor,24,1998,11.5,,,,,,,,,,,,0,,,,,,Matches
567,Deniz Turuc,tr TUR,MF,Başakşehir,29,1993,22.5,,,,,,,,,,,,2,,,,,,Matches
568,Salih Uçan,tr TUR,MF,Beşiktaş,28,1994,24.6,,,,,,,,,,,,6,,,,,,Matches
569,Adnan Ugur,be BEL,MF,Fatih Karagümrük,21,2001,2.2,,,,,,,,,,,,0,,,,,,Matches
570,Oğulcan Ülgün,tr TUR,MF,Konyaspor,24,1998,6.0,,,,,,,,,,,,0,,,,,,Matches
571,Alper Uludağ,tr TUR,DF,Giresunspor,31,1990,26.0,,,,,,,,,,,,2,,,,,,Matches
572,Talha Ulvan,be BEL,DF,Giresunspor,21,2001,1.0,,,,,,,,,,,,0,,,,,,Matches
573,Fredrik Ulvestad,no NOR,MF,Sivasspor,30,1992,21.9,,,,,,,,,,,,3,,,,,,Matches
574,Naci Ünüvar,nl NED,MF,Trabzonspor,19,2003,2.9,,,,,,,,,,,,1,,,,,,Matches
575,Arda Ünyay,tr TUR,DF,Ankaragücü,15,2007,0.2,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
576,Alperen Uysal,tr TUR,GK,Antalyaspor,28,1994,10.0,,,,,,,,,,,,0,,,,,,Matches
577,Necip Uysal,tr TUR,"DF,MF",Beşiktaş,31,1991,9.4,,,,,,,,,,,,0,,,,,,Matches
578,Anthony Uzodimma,ng NGA,"DF,MF",Kayserispor,23,1999,9.5,,,,,,,,,,,,0,,,,,,Matches
579,Fıratcan Üzüm,,"DF,MF",Ankaragücü,23,1999,4.5,,,,,,,,,,,,0,,,,,,Matches
580,Emrecan Uzunhan,,DF,Beşiktaş,21,2001,1.3,,,,,,,,,,,,0,,,,,,Matches
581,Emrecan Uzunhan,,DF,Antalyaspor,21,2001,8.6,,,,,,,,,,,,1,,,,,,Matches
582,Enner Valencia,ec ECU,FW,Fenerbahçe,32,1989,24.9,,,,,,,,,,,,5,,,,,,Matches
583,Berkay Vardar,az AZE,MF,Beşiktaş,19,2003,2.7,,,,,,,,,,,,0,,,,,,Matches
584,Kevin Varga,hu HUN,FW,Hatayspor,26,1996,3.6,,,,,,,,,,,,1,,,,,,Matches
585,Valmir Veliu,xk KVX,FW,İstanbulspor,22,2000,0.5,,,,,,,,,,,,0,,,,,,Matches
586,Valmir Veliu,xk KVX,MF,Gaziantep FK,22,2000,4.7,,,,,,,,,,,,1,,,,,,Matches
587,Edin Višća,ba BIH,"MF,DF",Trabzonspor,32,1990,8.9,,,,,,,,,,,,3,,,,,,Matches
588,Emiliano Viviano,it ITA,GK,Fatih Karagümrük,36,1985,16.7,,,,,,,,,,,,0,,,,,,Matches
589,Ognjen Vranješ,ba BIH,DF,Hatayspor,32,1989,13.6,,,,,,,,,,,,0,,,,,,Matches
590,Güray Vural,tr TUR,DF,Antalyaspor,34,1988,29.6,,,,,,,,,,,,2,,,,,,Matches
591,Wout Weghorst,nl NED,FW,Beşiktaş,29,1992,15.8,,,,,,,,,,,,4,,,,,,Matches
592,Welinton,br BRA,DF,Beşiktaş,33,1989,10.5,,,,,,,,,,,,0,,,,,,Matches
593,Haji Wright,us USA,FW,Antalyaspor,24,1998,26.3,,,,,,,,,,,,2,,,,,,Matches
594,Robin Yalçın,de GER,"MF,DF",Sivasspor,28,1994,12.8,,,,,,,,,,,,1,,,,,,Matches
595,Mert Yandaş,tr TUR,MF,Fenerbahçe,27,1994,5.7,,,,,,,,,,,,1,,,,,,Matches
596,Erencan Yardimci,tr TUR,FW,Alanyaspor,20,2002,3.5,,,,,,,,,,,,1,,,,,,Matches
597,Ali Yasar,be BEL,"DF,MF",İstanbulspor,27,1995,17.2,,,,,,,,,,,,0,,,,,,Matches
598,Karahan Yasir Subaşı,tr TUR,DF,Konyaspor,26,1996,0.2,,,,,,,,,,,,0,,,,,,Matches
599,Mustapha Yatabaré,ml MLI,FW,Sivasspor,36,1986,20.6,,,,,,,,,,,,1,,,,,,Matches
600,Ferhat Yazgan,de GER,MF,İstanbulspor,29,1992,1.3,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
601,Uğurcan Yazgılı,tr TUR,DF,Konyaspor,23,1999,8.4,,,,,,,,,,,,0,,,,,,Matches
602,Yusuf Yazıcı,tr TUR,"MF,FW",Trabzonspor,25,1997,5.6,,,,,,,,,,,,1,,,,,,Matches
603,Recep Yemişci,tr TUR,DF,Kasımpaşa,23,1999,0.5,,,,,,,,,,,,0,,,,,,Matches
604,Mehmet Yeşil,tr TUR,DF,İstanbulspor,24,1998,26.6,,,,,,,,,,,,0,,,,,,Matches
605,Erdoğan Yeşilyurt,,"MF,FW",Sivasspor,28,1993,26.4,,,,,,,,,,,,0,,,,,,Matches
606,Fatih Yiğit Şanlitürk,,MF,Ümraniyespor,19,2003,1.7,,,,,,,,,,,,0,,,,,,Matches
607,Bertuğ Yıldırım,tr TUR,FW,Hatayspor,20,2002,8.3,,,,,,,,,,,,1,,,,,,Matches
608,Bertuğ Yıldırım,tr TUR,FW,Antalyaspor,20,2002,4.1,,,,,,,,,,,,0,,,,,,Matches
609,Engin Yıldırım,tr TUR,FW,Trabzonspor,17,2005,0.1,,,,,,,,,,,,0,,,,,,Matches
610,Muammer Yıldırım,tr TUR,GK,Sivasspor,31,1990,5.5,,,,,,,,,,,,0,,,,,,Matches
611,Berk Yıldız,tr TUR,"FW,MF",Adana Demirspor,26,1996,0.7,,,,,,,,,,,,0,,,,,,Matches
612,İbrahim Yılmaz,tr TUR,FW,İstanbulspor,28,1994,14.0,,,,,,,,,,,,0,,,,,,Matches
613,Kartal Yılmaz,tr TUR,MF,Beşiktaş,21,2000,1.4,,,,,,,,,,,,1,,,,,,Matches
614,Kartal Yılmaz,tr TUR,MF,Ümraniyespor,21,2000,15.9,,,,,,,,,,,,1,,,,,,Matches
615,Mert Yilmaz,tr TUR,MF,Ümraniyespor,23,1999,1.2,,,,,,,,,,,,0,,,,,,Matches
616,Oğuzhan Yilmaz,tr TUR,MF,Trabzonspor,16,2006,0.0,,,,,,,,,,,,0,,,,,,Matches
617,Oğuzhan Yılmaz,,MF,Kasımpaşa,19,2003,0.1,,,,,,,,,,,,0,,,,,,Matches
618,Recep Yılmaz,tr TUR,DF,Hatayspor,26,1995,9.5,,,,,,,,,,,,0,,,,,,Matches
619,İsmail Yüksek,tr TUR,MF,Fenerbahçe,23,1999,8.2,,,,,,,,,,,,1,,,,,,Matches
620,Ghayas Zahid,no NOR,"MF,FW",Ankaragücü,27,1994,15.7,,,,,,,,,,,,2,,,,,,Matches
621,Miha Zajc,si SVN,MF,Fenerbahçe,28,1994,14.0,,,,,,,,,,,,4,,,,,,Matches
622,Emirhan Zaman,,MF,Trabzonspor,19,2003,0.8,,,,,,,,,,,,0,,,,,,Matches
623,Nicolò Zaniolo,it ITA,"MF,FW",Galatasaray,23,1999,3.9,,,,,,,,,,,,0,,,,,,Matches
624,Andrej Đokanović,ba BIH,MF,Ankaragücü,21,2001,8.5,,,,,,,,,,,,0,,,,,,Matches
